,date,fake_merged,fake_merged_initiation,fake_merged_rt,fake_grinberg_initiation,fake_grinberg_rt,fake_grinberg_rb_initiation,fake_grinberg_rb_rt,fake_newsguard_initiation,fake_newsguard_rt,not_fake,not_fake_initiation,not_fake_rt,not_fake_conservative,not_fake_conservative_initiation,not_fake_conservative_rt,not_fake_liberal,not_fake_liberal_initiation,not_fake_liberal_rt,not_fake_shopping,not_fake_shopping_initiation,not_fake_shopping_rt,not_fake_sports,not_fake_sports_initiation,not_fake_sports_rt,n,nusers,subsets
424,2019-12-28,16.0,2.0,14.0,1.0,7.0,0.0,7.0,2.0,14.0,193.0,106.0,87.0,18.0,9.0,9.0,6.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,209.0,64,D_la
425,2019-12-28,857.0,260.0,597.0,65.0,221.0,46.0,179.0,248.0,582.0,5899.0,3053.0,2846.0,554.0,208.0,346.0,264.0,77.0,187.0,76.0,29.0,47.0,5.0,1.0,4.0,6756.0,2221,D_ma
426,2019-12-28,271.0,58.0,213.0,21.0,75.0,11.0,47.0,50.0,197.0,8914.0,2296.0,6618.0,360.0,90.0,270.0,851.0,123.0,728.0,47.0,30.0,17.0,33.0,11.0,22.0,9185.0,1053,F_ha
427,2019-12-28,40.0,20.0,20.0,4.0,5.0,0.0,2.0,20.0,20.0,696.0,316.0,380.0,54.0,25.0,29.0,40.0,9.0,31.0,1.0,1.0,0.0,6.0,0.0,6.0,736.0,316,F_la
428,2019-12-28,114.0,55.0,59.0,4.0,14.0,0.0,6.0,54.0,55.0,7093.0,3401.0,3692.0,277.0,110.0,167.0,626.0,215.0,411.0,50.0,35.0,15.0,24.0,7.0,17.0,7207.0,2801,F_ma
429,2019-12-28,36.0,12.0,24.0,4.0,13.0,4.0,11.0,10.0,24.0,11781.0,7246.0,4535.0,249.0,81.0,168.0,258.0,75.0,183.0,1098.0,725.0,373.0,45.0,22.0,23.0,11817.0,1534,nfns_ha
430,2019-12-28,15.0,12.0,3.0,0.0,0.0,0.0,0.0,12.0,3.0,4776.0,3320.0,1456.0,163.0,72.0,91.0,149.0,50.0,99.0,30.0,26.0,4.0,9.0,3.0,6.0,4791.0,2698,nfns_la
431,2019-12-28,185.0,129.0,56.0,14.0,15.0,7.0,3.0,124.0,50.0,59503.0,42622.0,16881.0,2084.0,1214.0,870.0,1899.0,673.0,1226.0,869.0,635.0,234.0,142.0,55.0,87.0,59688.0,33170,nfns_ma
432,2019-12-28,581.0,85.0,496.0,43.0,219.0,39.0,184.0,85.0,485.0,1568.0,303.0,1265.0,234.0,40.0,194.0,23.0,2.0,21.0,6.0,0.0,6.0,2.0,0.0,2.0,2149.0,169,suspended_ha
433,2019-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5,suspended_la
434,2019-12-28,80.0,14.0,66.0,6.0,21.0,3.0,19.0,13.0,66.0,340.0,168.0,172.0,35.0,15.0,20.0,11.0,9.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0,420.0,131,suspended_ma
435,2019-12-29,25.0,10.0,15.0,6.0,0.0,0.0,0.0,5.0,15.0,1362.0,480.0,882.0,122.0,54.0,68.0,94.0,14.0,80.0,3.0,3.0,0.0,6.0,1.0,5.0,1387.0,162,A_ha
436,2019-12-29,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,28.0,17.0,9.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,46.0,24,A_la
437,2019-12-29,57.0,21.0,36.0,3.0,9.0,2.0,6.0,20.0,36.0,1978.0,1121.0,857.0,145.0,64.0,81.0,80.0,36.0,44.0,5.0,5.0,0.0,8.0,5.0,3.0,2035.0,829,A_ma
438,2019-12-29,2202.0,371.0,1831.0,126.0,753.0,94.0,565.0,359.0,1768.0,15968.0,3945.0,12023.0,1034.0,280.0,754.0,1216.0,232.0,984.0,401.0,65.0,336.0,5.0,2.0,3.0,18170.0,1503,D_ha
439,2019-12-29,28.0,2.0,26.0,1.0,11.0,0.0,7.0,1.0,25.0,199.0,102.0,97.0,19.0,8.0,11.0,7.0,2.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,227.0,67,D_la
440,2019-12-29,793.0,244.0,549.0,48.0,196.0,21.0,149.0,229.0,534.0,6526.0,3269.0,3257.0,540.0,227.0,313.0,270.0,99.0,171.0,63.0,45.0,18.0,7.0,3.0,4.0,7319.0,2315,D_ma
441,2019-12-29,273.0,46.0,227.0,7.0,78.0,4.0,52.0,45.0,213.0,9772.0,2510.0,7262.0,384.0,86.0,298.0,873.0,136.0,737.0,59.0,36.0,23.0,35.0,8.0,27.0,10045.0,1078,F_ha
442,2019-12-29,40.0,20.0,20.0,6.0,11.0,0.0,6.0,20.0,18.0,748.0,350.0,398.0,48.0,27.0,21.0,46.0,11.0,35.0,1.0,1.0,0.0,3.0,1.0,2.0,788.0,318,F_la
443,2019-12-29,111.0,57.0,54.0,6.0,19.0,0.0,11.0,56.0,53.0,7378.0,3426.0,3952.0,273.0,131.0,142.0,636.0,190.0,446.0,64.0,51.0,13.0,27.0,13.0,14.0,7489.0,2844,F_ma
444,2019-12-29,34.0,9.0,25.0,0.0,11.0,0.0,4.0,9.0,23.0,11604.0,6822.0,4782.0,369.0,122.0,247.0,272.0,69.0,203.0,927.0,572.0,355.0,60.0,33.0,27.0,11638.0,1581,nfns_ha
445,2019-12-29,21.0,16.0,5.0,2.0,1.0,0.0,0.0,15.0,4.0,4814.0,3322.0,1492.0,163.0,74.0,89.0,134.0,43.0,91.0,34.0,18.0,16.0,14.0,2.0,12.0,4835.0,2679,nfns_la
446,2019-12-29,205.0,142.0,63.0,24.0,15.0,3.0,9.0,136.0,60.0,61019.0,43415.0,17604.0,2019.0,1069.0,950.0,1922.0,715.0,1207.0,917.0,694.0,223.0,157.0,71.0,86.0,61224.0,33801,nfns_ma
447,2019-12-29,609.0,52.0,557.0,33.0,236.0,23.0,203.0,50.0,547.0,1659.0,318.0,1341.0,207.0,30.0,177.0,26.0,1.0,25.0,6.0,0.0,6.0,2.0,1.0,1.0,2268.0,158,suspended_ha
448,2019-12-29,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,26.0,18.0,8.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,8,suspended_la
449,2019-12-29,102.0,36.0,66.0,9.0,28.0,4.0,26.0,34.0,66.0,323.0,189.0,134.0,32.0,18.0,14.0,6.0,4.0,2.0,11.0,11.0,0.0,0.0,0.0,0.0,425.0,134,suspended_ma
450,2019-12-30,56.0,30.0,26.0,8.0,7.0,1.0,3.0,26.0,26.0,1661.0,630.0,1031.0,152.0,70.0,82.0,107.0,29.0,78.0,4.0,3.0,1.0,9.0,2.0,7.0,1717.0,161,A_ha
451,2019-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,21.0,15.0,5.0,2.0,3.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,36.0,24,A_la
452,2019-12-30,60.0,25.0,35.0,6.0,7.0,3.0,0.0,25.0,32.0,2372.0,1326.0,1046.0,177.0,65.0,112.0,106.0,41.0,65.0,8.0,6.0,2.0,7.0,0.0,7.0,2432.0,976,A_ma
453,2019-12-30,2324.0,392.0,1932.0,135.0,715.0,80.0,431.0,363.0,1818.0,19426.0,5032.0,14394.0,1373.0,374.0,999.0,1500.0,282.0,1218.0,513.0,73.0,440.0,8.0,2.0,6.0,21750.0,1567,D_ha
454,2019-12-30,21.0,3.0,18.0,0.0,2.0,0.0,1.0,3.0,17.0,252.0,134.0,118.0,24.0,14.0,10.0,18.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,60,D_la
455,2019-12-30,798.0,228.0,570.0,59.0,181.0,31.0,98.0,217.0,542.0,7403.0,3877.0,3526.0,713.0,343.0,370.0,347.0,140.0,207.0,98.0,83.0,15.0,6.0,5.0,1.0,8201.0,2506,D_ma
456,2019-12-30,296.0,49.0,247.0,5.0,71.0,0.0,37.0,47.0,230.0,11197.0,2804.0,8393.0,449.0,92.0,357.0,1099.0,183.0,916.0,60.0,30.0,30.0,19.0,8.0,11.0,11493.0,1120,F_ha
457,2019-12-30,43.0,29.0,14.0,8.0,5.0,1.0,4.0,28.0,14.0,789.0,378.0,411.0,55.0,27.0,28.0,49.0,19.0,30.0,5.0,3.0,2.0,0.0,0.0,0.0,832.0,326,F_la
458,2019-12-30,128.0,75.0,53.0,13.0,8.0,2.0,5.0,73.0,52.0,9122.0,4349.0,4773.0,372.0,152.0,220.0,757.0,264.0,493.0,83.0,72.0,11.0,15.0,3.0,12.0,9250.0,3301,F_ma
459,2019-12-30,39.0,16.0,23.0,2.0,9.0,0.0,3.0,16.0,22.0,13884.0,7638.0,6246.0,390.0,154.0,236.0,432.0,104.0,328.0,1132.0,718.0,414.0,59.0,38.0,21.0,13923.0,1756,nfns_ha
460,2019-12-30,19.0,17.0,2.0,4.0,0.0,0.0,0.0,16.0,2.0,5775.0,3875.0,1900.0,257.0,114.0,143.0,181.0,62.0,119.0,84.0,50.0,34.0,19.0,5.0,14.0,5794.0,3161,nfns_la
461,2019-12-30,250.0,175.0,75.0,33.0,13.0,15.0,7.0,153.0,72.0,76088.0,53118.0,22970.0,3344.0,1905.0,1439.0,2788.0,1159.0,1629.0,1040.0,691.0,349.0,201.0,73.0,128.0,76338.0,40903,nfns_ma
462,2019-12-30,606.0,65.0,541.0,37.0,201.0,31.0,127.0,61.0,516.0,1581.0,348.0,1233.0,261.0,38.0,223.0,19.0,3.0,16.0,2.0,0.0,2.0,1.0,0.0,1.0,2187.0,165,suspended_ha
463,2019-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8,suspended_la
464,2019-12-30,102.0,53.0,49.0,12.0,19.0,2.0,11.0,46.0,46.0,423.0,259.0,164.0,70.0,47.0,23.0,5.0,4.0,1.0,7.0,6.0,1.0,0.0,0.0,0.0,525.0,133,suspended_ma
465,2019-12-31,41.0,22.0,19.0,5.0,2.0,0.0,1.0,17.0,19.0,1626.0,663.0,963.0,119.0,59.0,60.0,105.0,15.0,90.0,10.0,8.0,2.0,11.0,1.0,10.0,1667.0,160,A_ha
466,2019-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,24.0,14.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,23,A_la
467,2019-12-31,65.0,22.0,43.0,9.0,9.0,5.0,1.0,20.0,40.0,2355.0,1424.0,931.0,154.0,70.0,84.0,107.0,41.0,66.0,18.0,13.0,5.0,10.0,1.0,9.0,2420.0,917,A_ma
468,2019-12-31,2217.0,330.0,1887.0,100.0,732.0,75.0,494.0,318.0,1768.0,18284.0,4906.0,13378.0,1203.0,353.0,850.0,1688.0,283.0,1405.0,435.0,51.0,384.0,2.0,1.0,1.0,20501.0,1558,D_ha
469,2019-12-31,22.0,6.0,16.0,0.0,6.0,0.0,4.0,6.0,16.0,157.0,94.0,63.0,19.0,16.0,3.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,64,D_la
470,2019-12-31,684.0,205.0,479.0,66.0,149.0,30.0,80.0,195.0,453.0,6710.0,3641.0,3069.0,607.0,305.0,302.0,327.0,118.0,209.0,111.0,78.0,33.0,4.0,3.0,1.0,7394.0,2376,D_ma
471,2019-12-31,276.0,41.0,235.0,4.0,80.0,0.0,41.0,39.0,218.0,10395.0,2755.0,7640.0,301.0,76.0,225.0,1093.0,182.0,911.0,64.0,41.0,23.0,16.0,3.0,13.0,10671.0,1113,F_ha
472,2019-12-31,62.0,29.0,33.0,8.0,8.0,0.0,6.0,27.0,32.0,833.0,419.0,414.0,62.0,30.0,32.0,56.0,23.0,33.0,6.0,6.0,0.0,0.0,0.0,0.0,895.0,335,F_la
473,2019-12-31,126.0,77.0,49.0,9.0,11.0,0.0,6.0,77.0,47.0,8430.0,4152.0,4278.0,273.0,136.0,137.0,736.0,269.0,467.0,48.0,40.0,8.0,18.0,11.0,7.0,8556.0,3146,F_ma
474,2019-12-31,41.0,10.0,31.0,4.0,7.0,2.0,6.0,10.0,31.0,12831.0,7154.0,5677.0,360.0,176.0,184.0,441.0,111.0,330.0,724.0,415.0,309.0,60.0,47.0,13.0,12872.0,1735,nfns_ha
475,2019-12-31,20.0,17.0,3.0,2.0,0.0,2.0,0.0,16.0,3.0,6201.0,4415.0,1786.0,197.0,107.0,90.0,182.0,53.0,129.0,51.0,35.0,16.0,5.0,0.0,5.0,6221.0,3307,nfns_la
476,2019-12-31,175.0,107.0,68.0,21.0,12.0,9.0,7.0,102.0,65.0,77343.0,55668.0,21675.0,2564.0,1672.0,892.0,2672.0,1135.0,1537.0,1143.0,721.0,422.0,118.0,54.0,64.0,77518.0,41228,nfns_ma
477,2019-12-31,665.0,60.0,605.0,23.0,242.0,21.0,189.0,59.0,587.0,1572.0,353.0,1219.0,252.0,33.0,219.0,20.0,1.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,2237.0,174,suspended_ha
478,2019-12-31,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,20.0,14.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,9,suspended_la
479,2019-12-31,77.0,21.0,56.0,7.0,16.0,3.0,11.0,18.0,56.0,403.0,256.0,147.0,50.0,28.0,22.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,140,suspended_ma
480,2020-01-01,40.0,12.0,28.0,8.0,7.0,2.0,1.0,8.0,26.0,1491.0,534.0,957.0,100.0,52.0,48.0,85.0,21.0,64.0,1.0,0.0,1.0,6.0,0.0,6.0,1531.0,157,A_ha
481,2020-01-01,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,50.0,25.0,25.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,53.0,21,A_la
482,2020-01-01,36.0,13.0,23.0,1.0,6.0,0.0,3.0,12.0,23.0,1950.0,1166.0,784.0,164.0,66.0,98.0,82.0,36.0,46.0,23.0,23.0,0.0,9.0,2.0,7.0,1986.0,836,A_ma
483,2020-01-01,2278.0,345.0,1933.0,118.0,646.0,75.0,393.0,327.0,1783.0,16013.0,4530.0,11483.0,1109.0,395.0,714.0,1187.0,179.0,1008.0,451.0,50.0,401.0,14.0,4.0,10.0,18291.0,1511,D_ha
484,2020-01-01,19.0,0.0,19.0,0.0,9.0,0.0,6.0,0.0,18.0,173.0,105.0,68.0,30.0,21.0,9.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,64,D_la
485,2020-01-01,784.0,214.0,570.0,64.0,167.0,37.0,103.0,199.0,529.0,5935.0,3421.0,2514.0,535.0,262.0,273.0,231.0,106.0,125.0,113.0,93.0,20.0,7.0,4.0,3.0,6719.0,2274,D_ma
486,2020-01-01,288.0,34.0,254.0,9.0,69.0,3.0,21.0,30.0,221.0,9045.0,2587.0,6458.0,338.0,150.0,188.0,900.0,144.0,756.0,36.0,12.0,24.0,25.0,11.0,14.0,9333.0,1066,F_ha
487,2020-01-01,51.0,21.0,30.0,5.0,8.0,2.0,6.0,19.0,29.0,703.0,343.0,360.0,54.0,26.0,28.0,29.0,9.0,20.0,5.0,1.0,4.0,1.0,0.0,1.0,754.0,304,F_la
488,2020-01-01,117.0,53.0,64.0,8.0,9.0,1.0,3.0,52.0,58.0,6955.0,3351.0,3604.0,247.0,114.0,133.0,545.0,167.0,378.0,59.0,48.0,11.0,33.0,10.0,23.0,7072.0,2808,F_ma
489,2020-01-01,41.0,8.0,33.0,2.0,7.0,0.0,6.0,7.0,32.0,11743.0,7072.0,4671.0,310.0,129.0,181.0,285.0,68.0,217.0,1052.0,718.0,334.0,63.0,40.0,23.0,11784.0,1618,nfns_ha
490,2020-01-01,18.0,9.0,9.0,1.0,3.0,1.0,0.0,9.0,7.0,5180.0,3800.0,1380.0,176.0,83.0,93.0,129.0,45.0,84.0,47.0,34.0,13.0,14.0,8.0,6.0,5198.0,3059,nfns_la
491,2020-01-01,183.0,94.0,89.0,25.0,20.0,11.0,6.0,90.0,78.0,66859.0,49019.0,17840.0,2233.0,1399.0,834.0,1733.0,570.0,1163.0,1062.0,744.0,318.0,157.0,80.0,77.0,67042.0,37491,nfns_ma
492,2020-01-01,726.0,84.0,642.0,47.0,224.0,39.0,143.0,81.0,584.0,1627.0,331.0,1296.0,194.0,30.0,164.0,37.0,1.0,36.0,5.0,0.0,5.0,0.0,0.0,0.0,2353.0,170,suspended_ha
493,2020-01-01,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,6.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7,suspended_la
494,2020-01-01,112.0,27.0,85.0,8.0,29.0,1.0,18.0,25.0,79.0,412.0,280.0,132.0,43.0,24.0,19.0,13.0,9.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,524.0,132,suspended_ma
495,2020-01-02,57.0,32.0,25.0,11.0,4.0,1.0,2.0,25.0,23.0,2162.0,769.0,1393.0,188.0,76.0,112.0,164.0,45.0,119.0,5.0,1.0,4.0,32.0,1.0,31.0,2219.0,168,A_ha
496,2020-01-02,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,19.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,22,A_la
497,2020-01-02,67.0,30.0,37.0,4.0,12.0,1.0,3.0,29.0,34.0,2617.0,1375.0,1242.0,183.0,96.0,87.0,118.0,40.0,78.0,32.0,29.0,3.0,14.0,5.0,9.0,2684.0,1044,A_ma
498,2020-01-02,3135.0,494.0,2641.0,181.0,997.0,104.0,576.0,460.0,2486.0,22241.0,5987.0,16254.0,1646.0,432.0,1214.0,1884.0,321.0,1563.0,470.0,99.0,371.0,7.0,1.0,6.0,25376.0,1640,D_ha
499,2020-01-02,50.0,6.0,44.0,2.0,14.0,0.0,10.0,6.0,43.0,264.0,125.0,139.0,38.0,14.0,24.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,76,D_la
500,2020-01-02,970.0,285.0,685.0,93.0,221.0,48.0,143.0,267.0,659.0,7510.0,3821.0,3689.0,656.0,306.0,350.0,372.0,147.0,225.0,107.0,80.0,27.0,11.0,6.0,5.0,8480.0,2601,D_ma
501,2020-01-02,486.0,102.0,384.0,40.0,101.0,24.0,45.0,90.0,352.0,12073.0,2868.0,9205.0,389.0,82.0,307.0,1319.0,216.0,1103.0,61.0,27.0,34.0,38.0,9.0,29.0,12559.0,1163,F_ha
502,2020-01-02,58.0,26.0,32.0,11.0,15.0,1.0,9.0,25.0,28.0,948.0,424.0,524.0,68.0,30.0,38.0,90.0,38.0,52.0,2.0,1.0,1.0,4.0,1.0,3.0,1006.0,372,F_la
503,2020-01-02,193.0,78.0,115.0,4.0,24.0,0.0,5.0,77.0,107.0,9371.0,4208.0,5163.0,314.0,143.0,171.0,875.0,303.0,572.0,57.0,43.0,14.0,36.0,21.0,15.0,9564.0,3443,F_ma
504,2020-01-02,62.0,16.0,46.0,3.0,19.0,3.0,7.0,16.0,39.0,14605.0,7942.0,6663.0,425.0,139.0,286.0,465.0,110.0,355.0,1228.0,614.0,614.0,59.0,29.0,30.0,14667.0,1822,nfns_ha
505,2020-01-02,30.0,19.0,11.0,3.0,2.0,0.0,0.0,19.0,10.0,6268.0,4034.0,2234.0,265.0,139.0,126.0,233.0,84.0,149.0,52.0,31.0,21.0,15.0,10.0,5.0,6298.0,3390,nfns_la
506,2020-01-02,317.0,113.0,204.0,21.0,46.0,7.0,16.0,104.0,178.0,81678.0,54067.0,27611.0,2984.0,1801.0,1183.0,3174.0,1125.0,2049.0,1163.0,794.0,369.0,211.0,76.0,135.0,81995.0,43535,nfns_ma
507,2020-01-02,923.0,99.0,824.0,49.0,336.0,33.0,228.0,95.0,802.0,2241.0,426.0,1815.0,356.0,42.0,314.0,47.0,2.0,45.0,4.0,1.0,3.0,3.0,2.0,1.0,3164.0,175,suspended_ha
508,2020-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9,suspended_la
509,2020-01-02,115.0,32.0,83.0,18.0,39.0,9.0,28.0,25.0,81.0,417.0,217.0,200.0,62.0,24.0,38.0,9.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,146,suspended_ma
510,2020-01-03,81.0,28.0,53.0,8.0,10.0,0.0,3.0,22.0,50.0,1975.0,660.0,1315.0,148.0,68.0,80.0,148.0,38.0,110.0,5.0,1.0,4.0,14.0,0.0,14.0,2056.0,171,A_ha
511,2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,28.0,20.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,48.0,28,A_la
512,2020-01-03,99.0,31.0,68.0,4.0,16.0,0.0,4.0,29.0,63.0,2965.0,1647.0,1318.0,203.0,99.0,104.0,172.0,68.0,104.0,25.0,21.0,4.0,12.0,5.0,7.0,3064.0,1101,A_ma
513,2020-01-03,2884.0,506.0,2378.0,161.0,841.0,97.0,489.0,474.0,2250.0,23573.0,6445.0,17128.0,2045.0,613.0,1432.0,2003.0,443.0,1560.0,640.0,97.0,543.0,8.0,3.0,5.0,26457.0,1648,D_ha
514,2020-01-03,24.0,1.0,23.0,0.0,7.0,0.0,3.0,1.0,23.0,182.0,95.0,87.0,28.0,14.0,14.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,66,D_la
515,2020-01-03,963.0,317.0,646.0,95.0,190.0,60.0,114.0,304.0,620.0,8265.0,4167.0,4098.0,837.0,336.0,501.0,438.0,177.0,261.0,118.0,84.0,34.0,8.0,3.0,5.0,9228.0,2740,D_ma
516,2020-01-03,413.0,120.0,293.0,61.0,79.0,49.0,40.0,114.0,276.0,12384.0,3242.0,9142.0,535.0,127.0,408.0,1380.0,282.0,1098.0,64.0,32.0,32.0,40.0,6.0,34.0,12797.0,1186,F_ha
517,2020-01-03,62.0,37.0,25.0,6.0,5.0,0.0,3.0,37.0,24.0,931.0,380.0,551.0,66.0,31.0,35.0,64.0,21.0,43.0,3.0,3.0,0.0,5.0,0.0,5.0,993.0,379,F_la
518,2020-01-03,203.0,80.0,123.0,11.0,22.0,1.0,3.0,76.0,118.0,10133.0,4622.0,5511.0,383.0,155.0,228.0,940.0,336.0,604.0,67.0,40.0,27.0,20.0,9.0,11.0,10336.0,3589,F_ma
519,2020-01-03,70.0,11.0,59.0,3.0,22.0,0.0,15.0,11.0,55.0,14783.0,7856.0,6927.0,453.0,139.0,314.0,448.0,125.0,323.0,1010.0,680.0,330.0,59.0,30.0,29.0,14853.0,1831,nfns_ha
520,2020-01-03,31.0,17.0,14.0,3.0,2.0,2.0,0.0,15.0,14.0,6530.0,4058.0,2472.0,239.0,124.0,115.0,293.0,104.0,189.0,62.0,29.0,33.0,10.0,0.0,10.0,6561.0,3598,nfns_la
521,2020-01-03,339.0,187.0,152.0,54.0,21.0,24.0,3.0,164.0,144.0,83415.0,54416.0,28999.0,3170.0,1850.0,1320.0,3297.0,1252.0,2045.0,1192.0,750.0,442.0,172.0,63.0,109.0,83754.0,44587,nfns_ma
522,2020-01-03,826.0,145.0,681.0,75.0,260.0,64.0,171.0,142.0,652.0,2148.0,408.0,1740.0,369.0,59.0,310.0,74.0,16.0,58.0,9.0,1.0,8.0,0.0,0.0,0.0,2974.0,182,suspended_ha
523,2020-01-03,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,15.0,6.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,10,suspended_la
524,2020-01-03,126.0,29.0,97.0,15.0,36.0,7.0,32.0,24.0,95.0,481.0,234.0,247.0,82.0,32.0,50.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,607.0,175,suspended_ma
525,2020-01-04,59.0,16.0,43.0,7.0,7.0,2.0,2.0,12.0,41.0,1786.0,620.0,1166.0,167.0,70.0,97.0,108.0,18.0,90.0,5.0,3.0,2.0,20.0,3.0,17.0,1845.0,163,A_ha
526,2020-01-04,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,59.0,26.0,33.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,61.0,27,A_la
527,2020-01-04,76.0,35.0,41.0,3.0,7.0,1.0,3.0,34.0,40.0,2254.0,1244.0,1010.0,176.0,74.0,102.0,107.0,44.0,63.0,5.0,3.0,2.0,16.0,4.0,12.0,2330.0,948,A_ma
528,2020-01-04,2668.0,506.0,2162.0,143.0,632.0,80.0,366.0,466.0,2082.0,22159.0,6096.0,16063.0,1874.0,758.0,1116.0,2019.0,368.0,1651.0,727.0,74.0,653.0,11.0,2.0,9.0,24827.0,1598,D_ha
529,2020-01-04,32.0,3.0,29.0,0.0,7.0,0.0,7.0,3.0,29.0,218.0,113.0,105.0,35.0,19.0,16.0,18.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,73,D_la
530,2020-01-04,942.0,287.0,655.0,87.0,151.0,47.0,88.0,274.0,636.0,6833.0,3460.0,3373.0,678.0,264.0,414.0,386.0,143.0,243.0,111.0,89.0,22.0,7.0,2.0,5.0,7775.0,2531,D_ma
531,2020-01-04,379.0,105.0,274.0,51.0,60.0,38.0,32.0,99.0,262.0,10630.0,2632.0,7998.0,443.0,87.0,356.0,1013.0,151.0,862.0,46.0,21.0,25.0,23.0,0.0,23.0,11009.0,1136,F_ha
532,2020-01-04,70.0,33.0,37.0,7.0,6.0,0.0,3.0,33.0,36.0,876.0,363.0,513.0,53.0,26.0,27.0,68.0,19.0,49.0,4.0,0.0,4.0,0.0,0.0,0.0,946.0,355,F_la
533,2020-01-04,163.0,69.0,94.0,16.0,23.0,7.0,1.0,65.0,89.0,8082.0,3602.0,4480.0,268.0,108.0,160.0,666.0,229.0,437.0,63.0,51.0,12.0,21.0,9.0,12.0,8245.0,3095,F_ma
534,2020-01-04,53.0,28.0,25.0,9.0,6.0,4.0,5.0,26.0,25.0,12914.0,7045.0,5869.0,409.0,120.0,289.0,339.0,92.0,247.0,1071.0,687.0,384.0,60.0,26.0,34.0,12967.0,1713,nfns_ha
535,2020-01-04,30.0,22.0,8.0,2.0,1.0,0.0,0.0,21.0,8.0,5582.0,3682.0,1900.0,217.0,103.0,114.0,189.0,66.0,123.0,101.0,32.0,69.0,20.0,0.0,20.0,5612.0,3013,nfns_la
536,2020-01-04,300.0,198.0,102.0,42.0,9.0,20.0,4.0,182.0,99.0,68027.0,46439.0,21588.0,2379.0,1256.0,1123.0,2262.0,841.0,1421.0,1013.0,673.0,340.0,213.0,55.0,158.0,68327.0,37297,nfns_ma
537,2020-01-04,834.0,110.0,724.0,51.0,238.0,41.0,168.0,108.0,697.0,2068.0,389.0,1679.0,333.0,49.0,284.0,68.0,15.0,53.0,9.0,0.0,9.0,0.0,0.0,0.0,2902.0,176,suspended_ha
